species,feature,domain,test_family,structure_model,tested_region,control_region,n_feature_intervals_merged,tested_length,control_length,covered_test,covered_control,free_test,free_control,coverage_test,coverage_control,RR,OR,OR_CI95_low,OR_CI95_high,fisher_p_two_sided,observed_log_RR_stat,null_RR_median,null_RR_q025,null_RR_q975,perm_p_two_sided,perm_p_enrichment,perm_p_depletion,effect_direction,fdr_family,FDR_BH,result
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0016,37,30,30,0,20,30,10,0.0,0.6666666666666666,0.0,0.0083966413434626,0.0004658216614082,0.1513531715927452,1.4334985450146902e-08,-3.713572066704308,0.8823529411764707,0.0204081632653061,41.00000000000001,0.0844915508449155,0.952004799520048,0.0577942205779422,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0015,37,29,30,0,18,29,12,0.0,0.6,0.0,0.0114521300961978,0.0006390823269936,0.2052181357559823,1.8700640109964368e-07,-3.578128089821233,1.0333333333333334,0.0229629629629629,46.49999999999999,0.105989401059894,0.9523047695230475,0.0532946705329467,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0015,37,30,30,0,18,30,12,0.0,0.6,0.0,0.0110766504209127,0.0006185862907728,0.1983428769393198,1.8700640109964368e-07,-3.610917912644224,0.8823529411764707,0.0204081632653061,41.00000000000001,0.1108889111088891,0.9336066393360664,0.0741925807419258,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0011,37,29,30,0,16,29,14,0.0,0.5333333333333333,0.0,0.014894709809964,0.0008336791668892,0.2661124196624234,1.9440445652776143e-06,-3.4637177386434894,1.0333333333333332,0.0219858156028368,46.49999999999999,0.1318868113188681,0.938006199380062,0.0688931106889311,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0011,37,30,30,0,16,30,14,0.0,0.5333333333333333,0.0,0.0144063586686537,0.0008069428255247,0.2571968713581722,1.9440445652776148e-06,-3.49650756146648,0.8723404255319148,0.0204081632653061,41.00000000000001,0.1376862313768623,0.9175082491750824,0.0926907309269073,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0010,37,29,30,0,14,29,16,0.0,0.4666666666666667,0.0,0.0192869666861484,0.0010795203480883,0.344585523201402,1.6767384375519424e-05,-3.3345060071634838,1.0333333333333334,0.0229629629629629,46.49999999999999,0.156984301569843,0.9253074692530748,0.0832916708329167,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0010,37,30,30,0,14,30,16,0.0,0.4666666666666667,0.0,0.0186546071226681,0.0010448998061789,0.3330408952545179,1.6767384375519427e-05,-3.367295829986474,0.894736842105263,0.0212765957446808,41.00000000000001,0.1726827317268273,0.9023097690230976,0.1092890710928907,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0002,Ras85D_EBC_MEL_ECM_0005,37,30,29,13,0,17,29,0.4333333333333333,0.0,inf,45.51428571428571,2.5447119477070057,814.0607843446754,4.635688621467135e-05,3.2630470431813383,0.967741935483871,0.021505376344086,43.54838709677419,0.1741825817418258,0.091990800919908,0.9202079792020798,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0014,37,29,30,0,13,29,17,0.0,0.4333333333333333,0.0,0.0219711236660389,0.0012284094986899,0.3929717864142075,4.635688621467136e-05,-3.2630470431813383,1.0333333333333334,0.0229629629629629,46.49999999999999,0.1764823517648235,0.917908209179082,0.0914908509149085,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0012,37,29,30,0,12,29,18,0.0,0.4,0.0,0.0250847457627118,0.0013998459290469,0.4495098045599037,0.0001236183632391,-3.1860860020452098,1.0333333333333334,0.0229629629629629,46.49999999999999,0.1856814318568143,0.9083091690830916,0.0973902609739026,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0002,37,30,30,0,13,30,17,0.0,0.4333333333333333,0.0,0.0212507589556769,0.0011890137022416,0.3798061833441434,4.635688621467135e-05,-3.295836866004329,0.8823529411764707,0.0204081632653061,38.99999999999999,0.1990800919908009,0.8884111588841116,0.1283871612838716,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0014,37,30,30,0,13,30,17,0.0,0.4333333333333333,0.0,0.0212507589556769,0.0011890137022416,0.3798061833441434,4.635688621467135e-05,-3.295836866004329,0.8823529411764707,0.0204081632653061,41.00000000000001,0.2003799620037996,0.8874112588741125,0.126987301269873,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0004,Ras85D_EBC_MEL_ECM_0005,37,30,29,11,0,19,29,0.3666666666666666,0.0,inf,34.7948717948718,1.9363184717461863,625.249989031898,0.000318805252564,3.102704393106159,0.967741935483871,0.021505376344086,43.54838709677419,0.2006799320067993,0.1014898510148985,0.9057094290570944,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0012,37,30,30,0,12,30,18,0.0,0.4,0.0,0.0242622950819672,0.0013549514113088,0.4344502376478861,0.0001236183632391,-3.218875824868201,0.8823529411764707,0.0204081632653061,38.99999999999999,0.2142785721427857,0.8685131486851315,0.1391860813918608,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0017,37,29,30,0,10,29,20,0.0,0.3333333333333333,0.0,0.033091202582728,0.0018344507517707,0.5969240042634688,0.0007970131314101,-3.011732614900432,1.0333333333333334,0.0229385342789598,46.49999999999999,0.2195780421957804,0.895010498950105,0.110988901109889,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0004,37,30,30,0,11,30,19,0.0,0.3666666666666666,0.0,0.0277975766215253,0.0015480660289262,0.4991423179575355,0.000318805252564,-3.1354942159291497,0.8823529411764707,0.0212765957446808,41.00000000000001,0.2283771622837716,0.8646135386461354,0.1457854214578542,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0017,37,30,30,0,10,30,20,0.0,0.3333333333333333,0.0,0.0320062451209992,0.0017756149950733,0.5769267153002373,0.0007970131314101,-3.044522437723423,0.9130434782608696,0.0204081632653061,41.00000000000001,0.2448755124487551,0.8548145185481452,0.154984501549845,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0006,37,29,30,0,7,29,23,0.0,0.2333333333333333,0.0,0.0531073446327683,0.0028826430787083,0.9784041856501392,0.0105425350742032,-2.6752603782792197,1.0333333333333334,0.0252032520325203,40.30000000000001,0.2650734926507349,0.8944105589441056,0.1380861913808619,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0013,37,29,29,0,7,29,22,0.0,0.2413793103448276,0.0,0.0508474576271186,0.0027565391243858,0.9379384186022086,0.0103818723481086,-2.70805020110221,1.0,0.0222222222222222,44.99999999999999,0.2916708329167083,0.8745125487451255,0.1482851714828517,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0013,37,30,29,0,7,30,22,0.0,0.2413793103448276,0.0,0.0491803278688524,0.0026681144274732,0.906522083304503,0.0045750623906919,-2.740840023925201,0.9071989404975876,0.0205902539464653,39.67741935483872,0.3067693230676932,0.8282171782821718,0.204979502049795,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0007,Ras85D_EBC_MEL_ECM_0009,37,29,30,25,3,4,27,0.8620689655172413,0.1,8.620689655172413,56.25,11.439219978329408,276.5977493215478,1.975428221270718e-09,2.0187053064920035,1.0333333333333334,0.0229629629629629,46.49999999999999,0.3331666833316668,0.1614838516148385,0.8388161183881612,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0006,37,30,30,0,7,30,23,0.0,0.2333333333333333,0.0,0.0513661202185792,0.0027901740738659,0.9456321492708198,0.0105425350742032,-2.70805020110221,0.8823529411764707,0.0204081632653061,38.99999999999999,0.3334666533346665,0.8256174382561744,0.2052794720527947,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0005,37,29,29,4,0,25,29,0.1379310344827586,0.0,inf,10.411764705882351,0.5344401381591578,202.8381413567672,0.1119617224880382,2.19722457733622,1.0,0.0222222222222222,44.99999999999999,0.3358664133586641,0.168983101689831,0.8362163783621638,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0005,Ras85D_EBC_MEL_ECM_0009,37,29,30,0,3,29,27,0.0,0.1,0.0,0.1331719128329297,0.0065745077024014,2.6975036261807754,0.2372881355932204,-1.9131203262323224,1.0333333333333334,0.0229629629629629,46.49999999999999,0.3476652334766523,0.8222177782221778,0.1813818618138186,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0008,Ras85D_EBC_MEL_ECM_0009,37,29,30,22,3,7,27,0.7586206896551724,0.1,7.586206896551723,28.285714285714285,6.5361882059001415,122.40798573254618,2.440523822271372e-07,1.8935421635379972,1.0333333333333332,0.0229629629629629,46.49999999999999,0.3478652134786521,0.1665833416658334,0.8338166183381662,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0016,37,30,30,3,20,27,10,0.1,0.6666666666666666,0.15,0.0555555555555555,0.0135110000426045,0.2284375503925653,1.0979873400083272e-05,-1.7676619176489945,1.0,0.0222222222222222,44.99999999999999,0.3491650834916508,0.8297170282971703,0.170982901709829,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0015,37,30,30,3,18,27,12,0.1,0.6,0.1666666666666666,0.074074074074074,0.0182901468349915,0.2999958665960019,9.41430621730966e-05,-1.6650077635889111,1.0,0.0222222222222222,44.99999999999999,0.3588641135886411,0.8261173882611739,0.1750824917508249,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0011,37,30,30,3,16,27,14,0.1,0.5333333333333333,0.1875,0.0972222222222222,0.0241703032307533,0.3910650356177823,0.0006310253578028,-1.550597412411167,1.0,0.0212765957446808,46.99999999999999,0.3685631436856314,0.8155184481551845,0.1851814818518148,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0010,37,30,30,3,14,27,16,0.1,0.4666666666666667,0.2142857142857143,0.1269841269841269,0.0315693756483309,0.510778822031389,0.0034211649722403,-1.421385680931161,1.0,0.024390243902439,41.00000000000001,0.3703629637036296,0.8202179782021798,0.1806819318068193,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0007,37,29,29,4,25,25,4,0.1379310344827586,0.8620689655172413,0.16,0.0256,0.0057540319785585,0.1138957868920586,3.8422341785464085e-08,-1.7346010553881064,1.0,0.0222222222222222,43.0,0.3723627637236276,0.8113188681131887,0.1898810118988101,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0003,37,30,29,0,4,30,25,0.0,0.1379310344827586,0.0,0.0928961748633879,0.0047718283760563,1.8084680806104636,0.0521855486173059,-2.2300144001592104,0.9010011123470524,0.0205902539464653,39.67741935483872,0.3783621637836216,0.7793220677932207,0.228977102289771,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0008,37,29,29,4,22,25,7,0.1379310344827586,0.7586206896551724,0.1818181818181818,0.0509090909090909,0.0131248044866242,0.1974685062799504,3.5082692682292938e-06,-1.6094379124341005,1.0,0.0222222222222222,44.99999999999999,0.3805619438056194,0.808019198080192,0.1940805919408059,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0006,Ras85D_EBC_MEL_ECM_0007,37,30,29,7,25,23,4,0.2333333333333333,0.8620689655172413,0.2706666666666666,0.048695652173913,0.0125894032493609,0.1883541652987473,1.3241241459778504e-06,-1.2565652544451065,0.967741935483871,0.0248138957816377,37.79032258064446,0.3908609139086091,0.808019198080192,0.1931806819318068,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0001,Ras85D_EBC_MEL_ECM_0009,37,30,30,0,3,30,27,0.0,0.1,0.0,0.1288056206088993,0.0063634645714747,2.6072099112195763,0.2372881355932203,-1.9459101490553132,0.8666666666666666,0.0196078431372549,41.00000000000001,0.3948605139486051,0.7606239376062394,0.2463753624637536,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0016,37,29,30,4,20,25,10,0.1379310344827586,0.6666666666666666,0.2068965517241379,0.08,0.0217999944858982,0.2935780559091406,4.904409482795937e-05,-1.4835576665450976,1.0333333333333334,0.0219858156028368,46.49999999999999,0.3958604139586041,0.7967203279672033,0.2036796320367963,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0002,Ras85D_EBC_MEL_ECM_0009,37,30,30,13,3,17,27,0.4333333333333333,0.1,4.333333333333333,6.882352941176471,1.7067301960880967,27.75294074920994,0.0074097830383369,1.349926716949016,1.0,0.0222222222222222,44.99999999999999,0.4016598340165983,0.1991800819918008,0.8015198480151985,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0014,37,30,30,3,13,27,17,0.1,0.4333333333333333,0.2307692307692307,0.1452991452991453,0.0360322175958404,0.5859156897159524,0.0074097830383369,-1.349926716949016,1.0,0.0222222222222222,44.99999999999999,0.4055594440555944,0.8011198880111989,0.1998800119988001,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0015,37,29,30,4,18,25,12,0.1379310344827586,0.6,0.2298850574712643,0.1066666666666666,0.029550845927749,0.3850237589000362,0.0003681767339008,-1.3809035124850142,1.0333333333333334,0.0229629629629629,46.49999999999999,0.4084591540845915,0.7912208779122087,0.2094790520947905,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0012,37,30,30,3,12,27,18,0.1,0.4,0.25,0.1666666666666666,0.041152830378731,0.6749906998410041,0.0153316216973899,-1.272965675812887,1.0,0.0222222222222222,44.99999999999999,0.4142585741425857,0.7976202379762024,0.2030796920307969,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0011,37,29,30,4,16,25,14,0.1379310344827586,0.5333333333333333,0.2586206896551724,0.14,0.0390752937568299,0.5015957172829727,0.0021521918620873,-1.26649316130727,1.0333333333333332,0.0219858156028368,46.49999999999999,0.4275572442755724,0.7793220677932207,0.2237776222377762,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0004,Ras85D_EBC_MEL_ECM_0009,37,30,30,11,3,19,27,0.3666666666666666,0.1,3.666666666666666,5.2105263157894735,1.2783933938876022,21.237269073311285,0.0303414212619112,1.1895840668738364,1.0,0.0212765957446808,44.99999999999999,0.4310568943105689,0.2105789421057894,0.7896210378962104,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0007,Ras85D_EBC_MEL_ECM_0013,37,29,29,25,7,4,22,0.8620689655172413,0.2413793103448276,3.571428571428571,19.642857142857142,5.064098669902852,76.19161116031256,3.508269268229294e-06,1.2237754316221157,1.0,0.0222222222222222,44.99999999999999,0.4383561643835616,0.2176782321767823,0.783921607839216,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0010,37,29,30,4,14,25,16,0.1379310344827586,0.4666666666666667,0.2955665024630541,0.1828571428571428,0.0510371183762677,0.6551454266553112,0.0101229709088794,-1.1372814298272638,1.0333333333333334,0.0229629629629629,44.43333333333333,0.4496550344965503,0.76992300769923,0.2307769223077692,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0006,Ras85D_EBC_MEL_ECM_0008,37,30,29,7,22,23,7,0.2333333333333333,0.7586206896551724,0.3075757575757576,0.0968379446640316,0.0291762154257202,0.321412060814689,7.640708652799931e-05,-1.1314021114911006,0.967741935483871,0.021505376344086,43.54838709677419,0.4586541345865413,0.7833216678332167,0.2276772322767723,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0009,Ras85D_EBC_MEL_ECM_0017,37,30,30,3,10,27,20,0.1,0.3333333333333333,0.3,0.2222222222222222,0.054044000170418,0.9137502015702617,0.057466273332082,-1.0986122886681096,1.0,0.0222222222222222,44.99999999999999,0.4753524647535246,0.772022797720228,0.2304769523047695,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0002,Ras85D_EBC_MEL_ECM_0003,37,30,29,13,4,17,25,0.4333333333333333,0.1379310344827586,3.1416666666666666,4.779411764705882,1.3303365578116189,17.170675106594818,0.0203727917531508,1.0658224658451187,0.967741935483871,0.0225056264066016,43.54838709677419,0.476952304769523,0.2452754724527547,0.7668233176682332,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0014,37,29,30,4,13,25,17,0.1379310344827586,0.4333333333333333,0.3183023872679045,0.2092307692307692,0.058238828339133,0.7516894834830241,0.0203727917531508,-1.0658224658451187,1.0333333333333334,0.0219858156028368,44.43333333333333,0.4771522847715228,0.7645235476452354,0.246975302469753,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0008,Ras85D_EBC_MEL_ECM_0013,37,29,29,22,7,7,22,0.7586206896551724,0.2413793103448276,3.1428571428571423,9.877551020408164,2.966608842339077,32.88806153622824,0.0001780247357212,1.0986122886681098,1.0,0.0222222222222222,44.99999999999999,0.4845515448455154,0.2410758924107589,0.771022897710229,ENRICHED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0006,Ras85D_EBC_MEL_ECM_0016,37,30,30,7,20,23,10,0.2333333333333333,0.6666666666666666,0.35,0.1521739130434782,0.0488294288946015,0.4742406441195185,0.0016033945713174,-1.0055218656020977,1.0,0.0222222222222222,44.99999999999999,0.490950904909509,0.7576242375762424,0.2451754824517548,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0003,Ras85D_EBC_MEL_ECM_0012,37,29,30,4,12,25,18,0.1379310344827586,0.4,0.3448275862068965,0.24,0.0664894033374354,0.8663034575250814,0.0390971376745487,-0.9888614247089904,1.0333333333333334,0.0229629629629629,44.43333333333333,0.4950504949505049,0.7467253274672533,0.2537746225377462,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
D.melanogaster,MIRNA_WEAK,ECM,ECM_PAIRWISE,,Ras85D_EBC_MEL_ECM_0013,Ras85D_EBC_MEL_ECM_0016,37,29,30,7,20,22,10,0.2413793103448276,0.6666666666666666,0.3620689655172414,0.1590909090909091,0.0508790005755844,0.4974531156085144,0.0016033945713174,-0.9727320427791069,1.0333333333333334,0.0229629629629629,46.49999999999999,0.5001499850014999,0.7503249675032497,0.2537746225377462,DEPLETED,D.melanogaster|ECM_PAIRWISE|MIRNA_WEAK,0.936261261091936,NOT_SIGNIFICANT
